0.000,0.000
0.002,-0.590
0.004,-0.590
0.006,-0.590
0.008,-0.579
0.010,-0.579
0.012,-0.579
0.014,-0.579
0.016,-0.590
0.018,-0.590
0.020,-0.590
0.022,-0.590
0.024,-0.590
0.026,-0.590
0.028,-0.590
0.030,-0.590
0.032,-0.590
0.034,-0.590
0.036,-0.590
0.038,-0.590
0.040,-0.590
0.042,-0.590
0.044,-0.590
0.046,-0.590
0.048,-0.600
0.050,-0.600
0.052,-0.600
0.054,-0.600
0.056,-0.606
0.058,-0.612
0.060,-0.618
0.062,-0.623
0.064,-0.623
0.066,-0.623
0.068,-0.623
0.070,-0.623
0.072,-0.623
0.074,-0.623
0.076,-0.623
0.078,-0.623
0.080,-0.623
0.082,-0.623
0.084,-0.623
0.086,-0.623
0.088,-0.623
0.090,-0.623
0.092,-0.623
0.094,-0.623
0.096,-0.635
0.098,-0.635
0.100,-0.635
0.102,-0.635
0.104,-0.635
0.106,-0.635
0.108,-0.635
0.110,-0.635
0.112,-0.623
0.114,-0.623
0.116,-0.623
0.118,-0.623
0.120,-0.623
0.122,-0.623
0.124,-0.623
0.126,-0.623
0.128,-0.623
0.130,-0.623
0.132,-0.623
0.134,-0.623
0.136,-0.612
0.138,-0.612
0.140,-0.612
0.142,-0.612
0.144,-0.600
0.146,-0.600
0.148,-0.600
0.150,-0.600
0.152,-0.590
0.154,-0.590
0.156,-0.590
0.158,-0.590
0.160,-0.590
0.162,-0.590
0.164,-0.590
0.166,-0.590
0.168,-0.600
0.170,-0.600
0.172,-0.600
0.174,-0.600
0.176,-0.600
0.178,-0.600
0.180,-0.600
0.182,-0.600
0.184,-0.600
0.186,-0.600
0.188,-0.600
0.190,-0.600
0.192,-0.600
0.194,-0.600
0.196,-0.600
0.198,-0.600
0.200,-0.606
0.202,-0.612
0.204,-0.618
0.206,-0.623
0.208,-0.623
0.210,-0.623
0.212,-0.623
0.214,-0.623
0.216,-0.635
0.218,-0.635
0.220,-0.635
0.222,-0.635
0.224,-0.635
0.226,-0.635
0.228,-0.635
0.230,-0.635
0.232,-0.635
0.234,-0.635
0.236,-0.635
0.238,-0.635
0.240,-0.635
0.242,-0.635
0.244,-0.635
0.246,-0.635
0.248,-0.645
0.250,-0.645
0.252,-0.645
0.254,-0.645
0.256,-0.657
0.258,-0.657
0.260,-0.657
0.262,-0.657
0.264,-0.645
0.266,-0.645
0.268,-0.645
0.270,-0.645
0.272,-0.635
0.274,-0.635
0.276,-0.635
0.278,-0.635
0.280,-0.635
0.282,-0.635
0.284,-0.635
0.286,-0.635
0.288,-0.635
0.290,-0.635
0.292,-0.635
0.294,-0.635
0.296,-0.623
0.298,-0.623
0.300,-0.623
0.302,-0.623
0.304,-0.618
0.306,-0.612
0.308,-0.606
0.310,-0.600
0.312,-0.612
0.314,-0.612
0.316,-0.612
0.318,-0.612
0.320,-0.618
0.322,-0.623
0.324,-0.629
0.326,-0.635
0.328,-0.635
0.330,-0.635
0.332,-0.635
0.334,-0.635
0.336,-0.645
0.338,-0.645
0.340,-0.645
0.342,-0.645
0.344,-0.657
0.346,-0.657
0.348,-0.657
0.350,-0.657
0.352,-0.657
0.354,-0.657
0.356,-0.657
0.358,-0.657
0.360,-0.657
0.362,-0.657
0.364,-0.657
0.366,-0.657
0.368,-0.657
0.370,-0.657
0.372,-0.657
0.374,-0.657
0.376,-0.657
0.378,-0.657
0.380,-0.657
0.382,-0.657
0.384,-0.657
0.386,-0.657
0.388,-0.657
0.390,-0.657
0.392,-0.668
0.394,-0.668
0.396,-0.668
0.398,-0.668
0.400,-0.668
0.402,-0.668
0.404,-0.668
0.406,-0.668
0.408,-0.668
0.410,-0.668
0.412,-0.668
0.414,-0.668
0.416,-0.657
0.418,-0.657
0.420,-0.657
0.422,-0.657
0.424,-0.645
0.426,-0.645
0.428,-0.645
0.430,-0.645
0.432,-0.635
0.434,-0.635
0.436,-0.635
0.438,-0.635
0.440,-0.623
0.442,-0.623
0.444,-0.623
0.446,-0.623
0.448,-0.623
0.450,-0.623
0.452,-0.623
0.454,-0.623
0.456,-0.635
0.458,-0.635
0.460,-0.635
0.462,-0.635
0.464,-0.640
0.466,-0.645
0.468,-0.651
0.470,-0.657
0.472,-0.657
0.474,-0.657
0.476,-0.657
0.478,-0.657
0.480,-0.645
0.482,-0.645
0.484,-0.645
0.486,-0.645
0.488,-0.635
0.490,-0.635
0.492,-0.635
0.494,-0.635
0.496,-0.635
0.498,-0.635
0.500,-0.635
0.502,-0.635
0.504,-0.635
0.506,-0.635
0.508,-0.635
0.510,-0.635
0.512,-0.645
0.514,-0.645
0.516,-0.645
0.518,-0.645
0.520,-0.645
0.522,-0.645
0.524,-0.645
0.526,-0.645
0.528,-0.651
0.530,-0.657
0.532,-0.663
0.534,-0.668
0.536,-0.668
0.538,-0.668
0.540,-0.668
0.542,-0.674
0.544,-0.674
0.546,-0.674
0.548,-0.674
0.550,-0.680
0.552,-0.680
0.554,-0.680
0.556,-0.680
0.558,-0.680
0.560,-0.680
0.562,-0.680
0.564,-0.680
0.566,-0.686
0.568,-0.686
0.570,-0.686
0.572,-0.686
0.574,-0.686
0.576,-0.686
0.578,-0.686
0.580,-0.686
0.582,-0.686
0.584,-0.686
0.586,-0.680
0.588,-0.680
0.590,-0.686
0.592,-0.674
0.594,-0.674
0.596,-0.674
0.598,-0.668
0.600,-0.680
0.602,-0.680
0.604,-0.680
0.606,-0.680
0.608,-0.680
0.610,-0.680
0.612,-0.680
0.614,-0.680
0.616,-0.680
0.618,-0.680
0.620,-0.680
0.622,-0.680
0.624,-0.674
0.626,-0.674
0.628,-0.668
0.630,-0.663
0.632,-0.668
0.634,-0.668
0.636,-0.668
0.638,-0.663
0.640,-0.663
0.642,-0.668
0.644,-0.668
0.646,-0.668
0.648,-0.663
0.650,-0.663
0.652,-0.663
0.654,-0.657
0.656,-0.668
0.658,-0.668
0.660,-0.668
0.662,-0.668
0.664,-0.668
0.666,-0.668
0.668,-0.668
0.670,-0.674
0.672,-0.663
0.674,-0.663
0.676,-0.657
0.678,-0.657
0.680,-0.657
0.682,-0.663
0.684,-0.651
0.686,-0.645
0.688,-0.651
0.690,-0.635
0.692,-0.618
0.694,-0.606
0.696,-0.590
0.698,-0.561
0.700,-0.535
0.702,-0.461
0.704,-0.371
0.706,-0.282
0.708,-0.197
0.710,-0.079
0.712,0.044
0.714,0.140
0.716,0.212
0.718,0.269
0.720,0.331
0.722,0.409
0.724,0.477
0.726,0.528
0.728,0.567
0.730,0.600
0.732,0.640
0.734,0.651
0.736,0.663
0.738,0.673
0.740,0.673
0.742,0.679
0.744,0.685
0.746,0.685
0.748,0.690
0.750,0.713
0.752,0.758
0.754,0.780
0.756,0.780
0.758,0.792
0.760,0.819
0.762,0.836
0.764,0.842
0.766,0.842
0.768,0.842
0.770,0.819
0.772,0.792
0.774,0.758
0.776,0.752
0.778,0.724
0.780,0.673
0.782,0.612
0.784,0.550
0.786,0.522
0.788,0.483
0.790,0.448
0.792,0.404
0.794,0.343
0.796,0.275
0.798,0.218
0.800,0.191
0.802,0.168
0.804,0.140
0.806,0.123
0.808,0.101
0.810,0.050
0.812,-0.018
0.814,-0.096
0.816,-0.174
0.818,-0.254
0.820,-0.332
0.822,-0.377
0.824,-0.400
0.826,-0.439
0.828,-0.500
0.830,-0.556
